Text,Sentiment
With strong cash position/margins improving/ 0 debt & new devices being launched BBY is definitely a takeover candidate CSCO AMZN INTC,positive sentiment
"My Fox Business appearance yesterday. Still bullish NFX, GMC, CST.",positive sentiment
KWK This deal gives Quicksilver ample liquidity for expanded production going into 2H 2013 & early 2014.This is a 4-5 stock trading ~ 2,positive sentiment
VNG let this V run up next week to the mid 4's or higher. I will sell & jump back in when falls the next few weeks. Been in this too,positive sentiment
Identified this topping pattern wks ago( ) Here is the AAP / GOOG update,negative sentiment
Next week a nice pull back to 438 on AAP and 787 on GOOG could really set the QQQ up for it's run over 70.,positive sentiment
SBX As long as the 50EMA holds on a closing basis at 55.89 I remain bullish.,positive sentiment
MSFT broke out of a major resistance Thursday and may be headed higher from here.,positive sentiment
INTC ooks ready to move higher from here. Buy point is at 22.02 (200EMA). Bullish setup.,positive sentiment
QCOM could test the recent highs if it breaks resistance at 67.2 on strong volume,positive sentiment
STZ Nice Bullish flag. Buy point is as the stock breaks over 47.82,positive sentiment
PM best setup if market can hold 100 roll,positive sentiment
"VOCS example on 5min, using COSE below 20ema NOT low for your stop, not traded but good for +.15",positive sentiment
Food Sector as always doing extremely well: PZZA DPZ JACK MCD CAKE,positive sentiment
"Judging from past 3yrs, expecting 10-k to be snuck in tonight or on Monday for JOSB. The suspense is killing me.",negative sentiment
How much did ZAGG pay Matt Barkley for this BS interview/endorsement???? via user,negative sentiment
"AMZN to buy book focused social network Goodreads (16M users, 23M reviews, 30K book clubs) for est 150M",positive sentiment
JCP actually looks decent with stop under recent low and possible retest of resist line,positive sentiment
Sizemore on Fox: Cashing in on the Echo Boomers - Sizemore Insights ABT MJN BBBY KMB,positive sentiment
"Groupon evisited: New Mission, New eporting Issues ? Grumpy Old Accountants GPN",negative sentiment
"ANIK long 14.59 / .61, nice consolidation period, waiting for its day, past resist 15.27, 15.52",positive sentiment
- any day now. When it gets below 61.60.,negative sentiment
JPM - not looking pretty here.,negative sentiment
Weekly.Barely hanging onto double support area.Possible break this week after last week's rest,negative sentiment
"All things gambling looking pretty good here with March Madness, MGM VS WYNN",positive sentiment
IBM - above 215.90 there are some clear blue skies.... Also big part of DJIA making news highs.,positive sentiment
"JOSB 50% off on almost everything. Funny, they cited increased promotions as a big reason why gross margins were down...",negative sentiment
BCM Attempt #4!! hopefully it will make it this time!!CNBC/Analysts or some catalyst will help!!,positive sentiment
ADSK daily lined watching this one over 41.60 might continue,positive sentiment
BODY breakout on weekly over 20 and resistance trend line h/t user,positive sentiment
DE considering buying some put options...,negative sentiment
Happy Easter! SHOT Setups: CS ISG CF AN NKD OW MOH MTZ BI,negative sentiment
CAT may try to jump on the boat with some Put options here as well...,negative sentiment
JCC this will turn and be the darling agian up very big - I am OADING up down here - mark my words 1.75 - will re share at 2.15++ target,positive sentiment
"If AAP goes to over 451, I will go short. Still weak stock.",negative sentiment
MMM looks ready to break out. ooking to go long on minor weakness (105.50).,positive sentiment
AMZN - Closed over volume support inside of the descending channel and tested 50% retrace.,positive sentiment
BBT coiled up after finding support at 50/200 sma's after stress test results. eports on 4/18,positive sentiment
"JCP In oscillating range, oscillators say over-sold, bounced on volume at pivot point, contracted B-Bands, i see a test of 16.50.",positive sentiment
"U.S. crude prices are on track to hit a new 18-year low Friday, putting the energy market on course for another bruâ€¦ https://t.co/SYdekYg2aD",negative sentiment
Megabanks enjoy certain advantages in this weeks markets which the oil patch definitely doesnâ€™t. https://t.co/jui3VoKr7Y,positive sentiment
"Heard on the Street: U.S. stock bulls should take a careful look at China, where the post-coronavirus rebound has bâ€¦ https://t.co/Ct9zPe4ZGG",negative sentiment
Chinaâ€™s burgeoning market for bonds backed by mortgages and car loans is facing its first major test https://t.co/ywHrzgBm6r,negative sentiment
Selling your home to a computer was supposed to be the future. But that was before the coronavirus pandemic. https://t.co/3EK1wJSvFs,negative sentiment
A surge of Saudi crude is expected to worsen a U.S. supply glut as drillers and refiners cut output and storage spaâ€¦ https://t.co/44Ndex9Qpz,positive sentiment
"RT @JChengWSJ: Coronavirus is making U.S.-China decoupling more likely, U.S. companies in China say, disrupting supply chains and strainingâ€¦",negative sentiment
RT @kosakunarioka: Indiaâ€™s RBI Takes Additional Steps to Support Economy https://t.co/XKnJ8zW5yz via @WSJ,positive sentiment
RT @joannechiuhk: Markets power ahead even as statistics showed Chinaâ€™s economy contracted 6.8% from a year earlier in the first quarter htâ€¦,positive sentiment
"RT @JChengWSJ: @QiLiyan @TByGraceZhu Update: China's official first-quarter GDP was -6.8% from last year, the first decline since records bâ€¦",negative sentiment
"Chinaâ€™s restrictions strand face masks, coronavirus test kits and other critical products bound for the U.S., Stateâ€¦ https://t.co/2jAdokQBJj",positive sentiment
Shoemakers churning out masks. Auto giants manufacturing ventilators. This is how the private sector goes to battleâ€¦ https://t.co/0OBG94I1yC,negative sentiment
"The Daily Shot: U.S. Crude Oil Trading Below $20, Near 18-Year Lows https://t.co/UBEtSOlk18",negative sentiment
"Another 5.2 million Americans filed for unemployment benefits last week, bringing the total seeking aid in a monthâ€¦ https://t.co/Aw9VhuWFUk",negative sentiment
Google will be â€œrecalibratingâ€ its focus and pace of investments in areas like data centers and machinesâ€”the componâ€¦ https://t.co/rl7UUQfOhg,positive sentiment
Another week of very high jobless claims means that Aprilâ€™s U.S. unemployment report could touch levels not seen inâ€¦ https://t.co/VGcKC94O9c,negative sentiment
"Abbott Laboratories has what it takes to ride out the coronavirus crisis, not just because it happens to make threeâ€¦ https://t.co/buR8yptRsU",positive sentiment
"The White House has a low opinion of the World Health Organization, but restricting alcohol sales is an idea that dâ€¦ https://t.co/gstcKFnLN9",negative sentiment
"France, Belgium, Greece, Austria and Spain are among countries whose regulators have barred bets on stocks slidingâ€¦ https://t.co/POWpZjLAaN",negative sentiment
Debate over when to reopen the economy has left the impression that economists are at odds against epidemiologistsâ€”â€¦ https://t.co/a0nEveBVqW,negative sentiment
"RT @brian_mcgill: Where the $250 billion small business loans went, per 1,000 small businesses
 https://t.co/jNuBmekelQ https://t.co/fk8gYOdâ€¦",positive sentiment
The forces fueling 2020â€™s oil bust https://t.co/28JP5GfWLR,negative sentiment
"Global oil demand will drop by 6.8 million barrels a day in 2020, with the sharpest contraction coming in April amiâ€¦ https://t.co/uqvTCl0bqm",negative sentiment
Canadian bankers expect a bond boom https://t.co/YR90HrnovU,positive sentiment
RT @Birdyword: South Korean election results could revive efforts to wrestle control of major companies from the families that have controlâ€¦,positive sentiment
RT @bysarahkrouse: Story on Verizon's purchase of conferencing platform BlueJeans here: https://t.co/CfZo9K1Zoa,positive sentiment
Heard on the Street: Digital business models and health care are places to hide in a pandemic-induced recession. Euâ€¦ https://t.co/ijgQm4OFZS,positive sentiment
"Officials expect another surge as applications processed for newly-eligible gig-economy workers, self-employed https://t.co/FZZRxqmYl4",positive sentiment
RT @AmrithRamkumar: A big disconnectâ€”Stocks have rebounded even with investors hoarding gold and large swaths of the economy still frozen:â€¦,negative sentiment
"Heard on the Street: Investors are betting on IACâ€™s remodel, but just how quickly can the whole thing be fixed? https://t.co/COJsGVy9pH",positive sentiment
"RT @lizrhoffman: Morgan Stanley profits down 30%, the least bad of big banks. But warns it might not meet those financial targets that itsâ€¦",negative sentiment
"Morgan Stanleyâ€™s results fell just shy of projections by analysts, who had revised their estimates downward as theâ€¦ https://t.co/vGv8FsK57t",negative sentiment
"Stock prices suggest a short recession with a swift rebound in corporate profits, while gains in havens signal worrâ€¦ https://t.co/yN9DOmq8J0",positive sentiment
Online banking experienced delays as the federal government began depositing stimulus payments https://t.co/LLzl7NyfdL,positive sentiment
The first major national election of the coronavirus era offers new avenues to reform Korea Inc. https://t.co/OkGnUj3AY2,positive sentiment
Investors are anticipating new-home construction data and a Fed survey on manufacturing conditions https://t.co/KeFDcsHLTG,positive sentiment
BlackRockâ€™s first-quarter profit fell 23% https://t.co/YLdaUS5Rbx,negative sentiment
"RT @Birdyword: South Korea's Moon Jae-in and Japan's Shinzo Abe aren't exactly good mates. But with a parliamentary majority, Moon now hasâ€¦",negative sentiment
RT @newley: Indian startup Oyo Hotels &amp; Homes is planning to move some employees off its payroll and onto the rolls of its biggest investorâ€¦,negative sentiment
RT @kosakunarioka: Philippines Central Bank Cuts Key Rates as Covid-19 Disrupts Economy https://t.co/loqglU7hZC via @WSJ,positive sentiment
"RT @joannechiuhk: Major banks declined Thursday, after a big drop overnight in U.S. Treasury yields https://t.co/9ExvSxmsdw via @WSJ",negative sentiment
"RT @greg_ip: Epidemiologists and economists aren't at odds. One measures the benefit of social distancing, the other costs. Their results sâ€¦",negative sentiment
RT @DaveCBenoit: The banking system is not built for everyone in the whole country wondering if they got a government check on the same dayâ€¦,negative sentiment
Health insurance stocks should hold up fairly well during the Covid-19 crisis. Other parts of the health system wonâ€¦ https://t.co/GqkLCYg3Ai,negative sentiment
Indian startup Oyo Hotels &amp; Homes is planning to move some employees off its payroll and onto the rolls of its biggâ€¦ https://t.co/vsCd711RHe,negative sentiment
Executives at firms like Goldman Sachs and JPMorgan had to balance the opportunity for trading profits with the safâ€¦ https://t.co/WSU305BtPw,positive sentiment
Wall Street by the charts: the dispersion in GDP forecasts has hit a record amid economic uncertainty https://t.co/ROGJ6Vl4d7,negative sentiment
Appleâ€™s new iPhone SE offers a cheaper entry into the ecosystem that the company needs to grow. https://t.co/1uB2tpY4ng,positive sentiment
"Many of the millions of restaurant, hotel and store workers who lost jobs because of coronavirus shutdowns are enteâ€¦ https://t.co/eXaAYcplfq",negative sentiment
"Heard on the Street: Wall Street got a big lift from capital-markets businesses in the first quarter, helping cushiâ€¦ https://t.co/w8lQO17EPr",positive sentiment
"Retail sales fell 8.7% in March, the biggest month-over-month decline since the records began in 1992.https://t.co/IMsh5t8Ksh",negative sentiment
"Historically bad U.S. retail and industrial data for March mean April will be worse, digging a deep hole for the ecâ€¦ https://t.co/1ymzmELEyR",negative sentiment
RT @djtgallagher: A cheap iPhone still has its place for Apple - especially now. For @WSJheard - https://t.co/zvZQDMlPNW,positive sentiment
"Heard on the Street: Bailout is probably the best aid package that airline investors could hope for, but it doesnâ€™tâ€¦ https://t.co/SSXOdZWbr0",positive sentiment
Saudi Arabia Markets Dollar Bond to Plug Spending Gap https://t.co/Qcidt8s2lq,positive sentiment
"Occidental Petroleum, which has sought to conserve cash as oil prices plunge, opts to pay Buffettâ€™s dividend in shaâ€¦ https://t.co/PlhH0dWEoR",positive sentiment
"RT @ychernova: U.S. startups raised $34.2B in Q1, up 10% over Q4, per Pitchbook. But the situation changed. ""There will be a marked drop-ofâ€¦",negative sentiment
RT @jonsindreu: The U.S. airline aid packageis probably the best that investors could hope for. But the fact that carriers will already beâ€¦,positive sentiment
RT @AmrithRamkumar: Just a staggering increase in oil inventories recently. @sarahtoy17 explains why the trend could push some prices belowâ€¦,negative sentiment
Heard on the Street: The earnings hit for S&amp;P 500 companies will likely be much bigger than they are guessing https://t.co/Wesotl6Rwc,negative sentiment
RT @PaulPage: The 8.7% drop in U.S. retail sales in March was the largest on record. https://t.co/y03aCdeqAG via @WSJ,negative sentiment
"Citigroup increased its loan loss provision, money for loans it now thinks can go bad, by $4.92 billion, https://t.co/s7oVQHaFq7",negative sentiment
Dollar rallies as concerns about the economic impact of the coronavirus and the lack of a global policy response fuâ€¦ https://t.co/urSIlVFS74,negative sentiment
"RT @lizrhoffman: â€œWe were on a good roll through January and February,â€ Goldman CFO Stephen Scherr tells me. â€œThen came March.â€ 
 

 Updated wâ€¦",negative sentiment
RT @sarahtoy17: The coronavirus pandemic is turning oil markets upside down. https://t.co/SKuxRyyP3Y,negative sentiment
RT @jdlahart: Donâ€™t Trust the â€˜Eâ€™ in the Stock Marketâ€™s P/E Ratio - my latest https://t.co/HxtMOwshmo,negative sentiment
"RT @aosipovich: Scoop! Wall Street ""task force"" with BLK, Citadel Securities, MS and other firms eyes changes to US circuit-breaker rules aâ€¦",positive sentiment
Heard on the Street: Canâ€™t get your hands on a Nintendo console to play Animal Crossing: New Horizons? You could alâ€¦ https://t.co/l24tlufi8A,positive sentiment
"Paradoxically, the Fedâ€™s success holds the key for further rallies in the price of gold https://t.co/lNHQOmqIac",positive sentiment
"RT @lizrhoffman: Goldman's profit down 46% on a wave of expected loan defaults, though its old Wall Street businesses held up well. https:/â€¦",negative sentiment
"RT @josephttwallace: Glutted Oil Marketsâ€™ Next Worry: Subzero Prices -- great article by @sarahtoy17
  https://t.co/8v5PfdJlDX via @WSJ",negative sentiment
"RT @WSJheard: Canâ€™t get your hands on a Nintendo console to play the new version of ""Animal Crossing""? You could always buy Nintendo stockâ€¦",positive sentiment
"Heard on the Street: Luxury, liquor and sunglasses brands in airports will suffer from falling traveler numbers https://t.co/bW38B0LTjZ",negative sentiment
"In areas where tanker-ship storage for oil isnâ€™t readily available, producers could need to go to extremes to get râ€¦ https://t.co/secHR2Pscn",negative sentiment
Emerging markets have rushed to tap a flood of easy money from investors in recent years. That is likely to put bonâ€¦ https://t.co/x5XbcAmKth,positive sentiment
"The bank, the second largest in the U.S. by assets, reported revenue of $22.77 billion, down from $23 billion a yeaâ€¦ https://t.co/Vsgar9u1uV",negative sentiment
Global oil demand is expected to fall by a record 9.3 million barrels a day this year as government-implemented locâ€¦ https://t.co/tC7XZi5Fcp,negative sentiment
Global stocks fell as investors await key data on U.S. retail sales and manufacturing. https://t.co/UAw0HdXFKI,negative sentiment
"Glencore, Teck, First Quantum and other miners, find some mines under siege by protesters accusing them of bringingâ€¦ https://t.co/cS7tPLPgc6",negative sentiment
"RT @Birdyword: Ironically, the surge in the price of gold is largely because the market expects the Fed's recent measures to be successful.â€¦",positive sentiment
RT @CGrantWSJ: $JNJ CFO Joe Wolk tells me he wasn't 100% sure until last week that the company would be giving 2020 guidance today. Their aâ€¦,positive sentiment
"RT @joannechiuhk: The economy has almost certainly entered a recession affecting most of the world, with a severity unmatched by anything eâ€¦",negative sentiment
RT @Trefor1: Renault is shutting its main China business. And it probably won't be the only struggling foreign auto maker to wave the whiteâ€¦,negative sentiment
"RT @joannechiuhk: The banks for years rode consumer spending and borrowing to big profits. Now, they are preparing to struggle alongside thâ€¦",negative sentiment
"For many small investors, their inability to cash out shares in nontraded REITs couldnâ€™t come at a worse time. https://t.co/D1JJFO554f",negative sentiment
KKR waves a flag of caution over damage to its business and investments from the pandemic https://t.co/nJBHczoJLQ,negative sentiment
Saudi Crown Prince Mohammed bin Salmanâ€™s Public Investment Fund is pressing forward with buyout of U.K. Premier Leaâ€¦ https://t.co/gaL1jay0hG,positive sentiment
"Chinese businesses are bouncing back, but the pandemic hasÂ depressed economic activity and consumer demand in key Wâ€¦ https://t.co/6N34UNNHPF",positive sentiment
Clearlake Capital has raised more than $7 billion for new flagship fund https://t.co/9vgKDP5ufP,positive sentiment
Lockdowns and travel curbs are delaying the work of compliance monitors who prefer to see first-hand if companies aâ€¦ https://t.co/VYoWx2PhCR,positive sentiment
The Daily Shot: Freight Recession Deepens https://t.co/wMIRh7rXRa,negative sentiment
Coronavirus is forcing companies to either postpone their annual meetings or take them virtualâ€”a first for many exeâ€¦ https://t.co/RwutyBuDxh,negative sentiment
Biotechnology-focused venture capitalists are finding ways to continue forming new drug startups despite restrictioâ€¦ https://t.co/DTBYJvl8z3,positive sentiment
"Mall and shopping-center owners are compiling a blacklist of large, usually financially stable tenants that havenâ€™tâ€¦ https://t.co/qgBnOqRKdg",negative sentiment
"The economy has almost certainly entered a recession affecting most of the world, with a severity unmatched by anytâ€¦ https://t.co/57j70HPwXG",negative sentiment
Distinguishing wants and needs in labeling which products are â€œessentialâ€ is tricky https://t.co/4nkl7acGsD,negative sentiment
Sales of Listerine mouthwash have been surprisingly strong during the lockdowns. https://t.co/Fu3q2YAa0F,positive sentiment
Community lenders are having a tough time getting a piece of the $350 billion set aside under the SBAâ€™s Paycheck Prâ€¦ https://t.co/ayl6imT2D7,negative sentiment
"The banks for years rode consumer spending and borrowing to big profits. Now, they are preparing to struggle alongsâ€¦ https://t.co/sJ5Ykau6Id",negative sentiment
"While bank shares stumbled, the rest of the stock market took off today. Dow up 2.4%, Nasdaq up 4%: https://t.co/crzdvYix6F",negative sentiment
"â€˜Amid coronavirus-related upheaval to the car industry, we believe Tesla increasingly has a leg up vs. other automaâ€¦ https://t.co/EshF0EYkwx",positive sentiment
Heard on the Street: Johnson &amp; Johnson announced a dividend increase Tuesdayâ€”a bold statement in this economic enviâ€¦ https://t.co/x29S85yW4l,positive sentiment
JPMorgan Chase and Wells Fargo have set aside billions of dollars to cope with the coronavirus fallout. That may beâ€¦ https://t.co/4Qjo91tGth,positive sentiment
"A half-trillion-euro plan to cushion Europe from the coronavirus didnâ€™t include common debt issuance, a negative foâ€¦ https://t.co/wEXnM8S7A6",negative sentiment
"The mining industry, a bellwether for the globalized economy, has been hit by protests at mines world-wideâ€¦ https://t.co/T3hnmdDpBA",negative sentiment
"â€œSince humans started using oil, we have never seen anything like this.â€ The worldâ€™s thirst for oil is suddenly noâ€¦ https://t.co/fMsg0XTP7b",negative sentiment
"Heard on the Street: Norwegian Air could succeed in its last-ditch effort to survive the coronavirus crisis, but wiâ€¦ https://t.co/mURLpUzK46",positive sentiment
Oil prices are down about 65% this year. https://t.co/uB1V7H67xQ,negative sentiment
The fund will provide financing to companies hit by the novel coronavirus pandemic. https://t.co/ED60IoCCDv,positive sentiment
"The Fed temporarily lifted restrictions on Wells Fargoâ€™s growth, allowing the troubled bank to make more loans duriâ€¦ https://t.co/9wEccwNQ28",positive sentiment
Heard on the Street: The plunging value of the portfolio companies in SoftBankâ€™s $100 billion Vision Fund accountsâ€¦ https://t.co/j82EgEAjzR,positive sentiment
Heard on the Street: Food deliverers such as Grubhub are dependent on the health of ailing restaurants https://t.co/BD1k2lqC8N,negative sentiment
Heard on the Street: Donâ€™t be fooled by improving Chinese exports https://t.co/0q5v6bc5Wl,positive sentiment
"JPMorgan Chase reported earnings, making it the first major U.S. bank to show how the spreading coronavirus has affâ€¦ https://t.co/FctuUBKRLJ",negative sentiment
RT @miriamgottfried: Scoop: General Atlantic is teaming up with veteran credit investor Tripp Smith to raise a fund that will provide finanâ€¦,positive sentiment
Stock markets around the world rose on optimism that economic activity may improve resume in the near future https://t.co/iSORRoQWtL,positive sentiment
RT @joannechiuhk: SoftBank Expects Nearly $17 Billion Loss on Tech-Focused Vision Fund https://t.co/6UDu1Ovy30 via @WSJ,negative sentiment
"RT @NickTimiraos: Businesses, not governments, have a huge say in how economies reopen after the pandemic recedes https://t.co/wfRNRsokN4",positive sentiment
There are arguments for American banks both to suspend and to keep their dividend payouts. But the degree of creditâ€¦ https://t.co/a30vacnv70,positive sentiment
"RT @PatFitzgerald23: The XFL was in the middle of a promising reboot season before canceling its games because of coronavirus, now Vince Mcâ€¦",negative sentiment
"Citing improved money-market conditions, the bank said it would soon ease back on operations designed to add short-â€¦ https://t.co/GACHU03nOM",positive sentiment
Market research firms IDC and Gartner both reported a large and surprising drop in first-quarter PC sales on Monday https://t.co/3G9gnZn3IW,negative sentiment
"The 30-year Treasury yield settled at 1.392%, its highest close since March 26. https://t.co/K6eY3hJOOs",positive sentiment
"RT @djtgallagher: WFH was going to be a very short-lived boost for PC sales, but even that didn't happen. Now, a major recession ahead wilâ€¦",negative sentiment
Beating the sports betting slump https://t.co/Mt4W89Clvd,negative sentiment
"Increasingly desperate small businesses are seeking help wherever they can find it, filing claims totaling potentiaâ€¦ https://t.co/RcPVd0wfgV",positive sentiment
â€˜The Moochâ€™ is facing one of his biggest tests as SkyBridge struggles with the poor performance of its hedge-fund mâ€¦ https://t.co/FffRTBcKg7,negative sentiment
"GE is exposed in many ways to the economic downdraft of Covid-19, and Fitchâ€™s downgrade is probably too mild and ovâ€¦ https://t.co/mJFvX3wJCI",negative sentiment
"With thousands of flights grounded, U.S. airlines are burning through cash. Selling miles to their credit-card partâ€¦ https://t.co/i9dDmyJCDF",negative sentiment
"Despite the marketâ€™s recent bounce off its late March lows, many investors who rely on technical analysis remain skâ€¦ https://t.co/FW863PWKbb",positive sentiment
Heard on the Street: Microsoft uses both intimidation and imitation against Zoom https://t.co/8R24awIr5H,negative sentiment
Match Group could be a relatively stable suitor for jaded investors looking to get back in the game https://t.co/WgX4JCl6iW,positive sentiment
The loss will help push SoftBank into some of the worst results in the companyâ€™s 39-year history https://t.co/XbYyDRNm1W,positive sentiment
Oil prices waver amid skepticism that global supply cuts will be enough to offset plunging fuel demand https://t.co/3mUbz3m42d,negative sentiment
How Coronavirus Spread Through Corporate America https://t.co/hyy2tYTAGN,negative sentiment
Coronavirus cases rise in the U.S. as officials weigh when to restart the economy https://t.co/swFM9pg2eH,negative sentiment
A sharp drop in fuel consumption caused by the coronavirus pandemic and exacerbated by a feud between the worldâ€™s lâ€¦ https://t.co/19EeJFLdB6,negative sentiment
What the cuts in oil output can do is prevent an even worse collapse in spot prices and surge in inventoriesâ€”Heardâ€¦ https://t.co/FIMMkYUWB5,negative sentiment
"Buyout volume, already sluggish before the virus, has come to a virtual standstill, and any hope of selling investmâ€¦ https://t.co/ptKObwMktW",negative sentiment
"Blackstone is investing $2 billion in Alnylam, giving the Massachusetts biotech company the cash it needs to bringâ€¦ https://t.co/godFFsB1mr",positive sentiment
"U.S. stock futures edge lower amid thin trading volumes, while oil falters as a multinational agreement to cut crudâ€¦ https://t.co/tdXIfNJWRY",positive sentiment
Streetwise: Scars from the coronavirus pandemic will persist for a generation of investors and future managers https://t.co/168sGkB8qH,negative sentiment
â€œWe havenâ€™t really seen markets reflect the full extent of the damage that coronavirus is having to corporate profiâ€¦ https://t.co/jTM2Mpi1jr,negative sentiment
The Fedâ€™s new programs to support the economy through the coronavirus crisis illustrate the sweeping influence theâ€¦ https://t.co/z0KHVlteeE,positive sentiment
â€œWe havenâ€™t really seen markets reflect the full extent of the damage that coronavirus is having to corporate profiâ€¦ https://t.co/d7h2syLa7G,negative sentiment
One of the youngest CEOs in the U.S. oil patch wants Texas to mandate lower production as the coronavirus hits crudâ€¦ https://t.co/57b5b5D2z7,negative sentiment
"Heard on the Street: There is enough food to go around. But there is a shortage of transport capacity, agriculturalâ€¦ https://t.co/XEpYBXoIPb",positive sentiment
"Heard on the Street: Funeral providers would seem to have a reliable revenue stream in the Covid-19 pandemic, but tâ€¦ https://t.co/5Ob6x5azoE",negative sentiment
The largest U.S. banks begin to report earnings this week. Donâ€™t expect much. https://t.co/42MSkGu6h4,negative sentiment
Millions of Americans are entering old age saddled with mortgages. The burden will likely get heavier as the coronaâ€¦ https://t.co/RDr8qfeRMv,negative sentiment
Dennyâ€™s Franchisee Dawn Lafreeda has had to close most of her restaurants and furlough staff; â€˜Itâ€™s heartbreakingâ€™ https://t.co/oqTkpajAav,negative sentiment
The Federal Reserve previously made up doomsday scenarios to gauge whether banks could withstand a crisis https://t.co/L7rPbeid1S,positive sentiment
Here are seven major companies whose stocks moved on the weekâ€™s news https://t.co/5muUunVRzT,negative sentiment
"Even as a loan program for small businesses weakened by the coronavirus pandemic expands, the first applicants stilâ€¦ https://t.co/loiAEnfegp",negative sentiment
"Months into the coronavirus outbreak, investors are still making returns off World Bank â€œpandemic bondsâ€ and poor câ€¦ https://t.co/bYP89HWJEx",positive sentiment
"The cannabis sector must stay short of cash, but not too short, for property company IIP to maintain its edge durinâ€¦ https://t.co/BQKvuhBJIX",positive sentiment
The new federal loans and a program available for bonds issued by companies that recently lost their investment-graâ€¦ https://t.co/buu9r5cr58,positive sentiment
"While the first quarter was horrible for almost any stock fund, some environmental, social and governance-orientedâ€¦ https://t.co/vyJYbIYAOy",positive sentiment
"Lazard and Evercore will help Boeing analyze government aid and potential funding from the private market, people fâ€¦ https://t.co/V3qPRWUfgJ",positive sentiment
Bond-Market Volatility Flashes Green Light for Stocks https://t.co/OiIxTmqCUu,positive sentiment
"The role of oil-world peacemaker is an unusual one for Mr. Trump, who has been a longstanding critic of cartel-baseâ€¦ https://t.co/y4aHnPJneF",positive sentiment
Floating-rate funds have taken on water lately. @jasonzweigwsj explains why these funds have taken such a big hit iâ€¦ https://t.co/LW6e1tbklK,negative sentiment
Mexicoâ€™s president said the country will reduce its crude oil production as part of an agreement with OPEC and otheâ€¦ https://t.co/iI05phgxdG,positive sentiment
The big decline in oil prices has hit all three of the menâ€™s power bases at a moment when the coronavirus threatensâ€¦ https://t.co/zggVnn9sht,negative sentiment
"The latest stock rally reflects optimism about the end of the economic paralysis, but investors have little perspecâ€¦ https://t.co/6UTWZhiT6U",positive sentiment
"RT @GunjanJS: NEW: Bridgewaterâ€™s giant options bet helps limit losses 
 

 Trade that would pay out if the stock market declined before late Mâ€¦",positive sentiment
Answers to questions from Wall Street Journal readers about how the temporary suspension of required minimum distriâ€¦ https://t.co/bXF5nAtUbB,positive sentiment
"Is this the key to help restart an economy in the pandemic? Unlike many insurers world-wide, Chinese insurers are pâ€¦ https://t.co/ZMenP8OCVy",positive sentiment
Fed Chairman Jerome Powell says central bank â€˜watching carefullyâ€™ as firms brace for wave of missed mortgage paymenâ€¦ https://t.co/huqWnS7D7t,negative sentiment
Record-setting jobless claims and dire economic forecasts are giving fresh urgency to the debate over how rapidly câ€¦ https://t.co/JEB4TnPtdt,negative sentiment
The pay boost for Blackrock CEO Larry Fink reflects a year where the worldâ€™s largest money manager took in record iâ€¦ https://t.co/zuF7N9EUs5,positive sentiment
A bet that would pay out if the stock market declined before late March has made billions for the worldâ€™s largest hâ€¦ https://t.co/GppXJn8Twr,positive sentiment
"As job losses ricochet across the U.S., Europe is conducting an unprecedented experiment in navigating the economicâ€¦ https://t.co/5MhMo45HbG",negative sentiment
Debt could hobble the post-coronavirus recovery. â€œPriority number one is going to be to pay down debt. We are not eâ€¦ https://t.co/PutguQqbk8,negative sentiment
Hedge funds are told they shouldnâ€™t be taking aid if their management fees arenâ€™t significantly impacted by the corâ€¦ https://t.co/A1vkeuP3KZ,negative sentiment
LongTail Alpha funds capitalized on the marketsâ€™ reaction to the new coronavirus pandemic. https://t.co/hJaXfAmwhn,positive sentiment
"Even if the worst of the pandemic is over next month, job losses could be prolonged and their damaging effect evenâ€¦ https://t.co/VtoXsQO5D1",negative sentiment
Heard on the Street: Central bank swap lines have prevented a global liquidity crisis. They could also pave the wayâ€¦ https://t.co/IfObCU0jcZ,positive sentiment
"The pandemic sends a flood of new subscribers to Disney+, offsetting some of the companyâ€™s other shutdown problems. https://t.co/mxbkBV225r",negative sentiment
Morgan Stanley CEO James Gorman is the most senior Wall Street executive known to have been infected with Covid-19 https://t.co/NerWgqdgec,negative sentiment
Prices for debt from companies including Ford jump on the Fedâ€™s plans to buy new and existing bonds from so-calledâ€¦ https://t.co/lETbtyeyv2,positive sentiment
"Failure to complete the deal would be a blow to BP, which already has the highest debt levels among the major oil câ€¦ https://t.co/W9NDe5BuxE",negative sentiment
U.K. foreign-exchange company paid about $2.3 million in bitcoin to cybercriminals months before its business beganâ€¦ https://t.co/ijJdf2DCJv,negative sentiment
Russia and Saudis have agreed in principle to cut output https://t.co/1YbHOec5P5,negative sentiment
"RT @djtgallagher: Disney can't pack people into theme parks, cruises and movie theaters for a while. Luckily, it's stream is now a cheap opâ€¦",negative sentiment
"RT @jonsindreu: In my column today, I argue that central-bank swap lines should be used to finance Emerging Markets' balances of payments,â€¦",positive sentiment
"RT @akaneotani: Something that seems unbelievable: despite another record jump in jobless claims, the U.S. stock market is on course for itâ€¦",negative sentiment
RT @jdlahart: This Jobs Crisis Will Leave a Mark - my latest. I really did not want to learn how to spell â€œhysteresisâ€ again. https://t.co/â€¦,negative sentiment
RT @kenbrown12: 2020 was supposed to be the year everything came together for Airbnb.The coronavirus has made that next to impossible. httpâ€¦,negative sentiment
Oil prices rise on expectations that major producers will agree to slash output https://t.co/mgUyo8yCuL,negative sentiment
